flow,0,windowSize,2000,queueSize,2000,Goodput,20694.5
flow,0,windowSize,2000,queueSize,2000,Goodput,10063.8
flow,1,windowSize,2000,queueSize,2000,Goodput,5671
flow,2,windowSize,2000,queueSize,2000,Goodput,5817.5
flow,3,windowSize,2000,queueSize,2000,Goodput,7499.98
flow,4,windowSize,2000,queueSize,2000,Goodput,9369.4
flow,5,windowSize,2000,queueSize,2000,Goodput,7904.74
flow,6,windowSize,2000,queueSize,2000,Goodput,9693.84
flow,7,windowSize,2000,queueSize,2000,Goodput,8367.49
flow,8,windowSize,2000,queueSize,2000,Goodput,10031.1
flow,9,windowSize,2000,queueSize,2000,Goodput,8175.3
flow,0,windowSize,2000,queueSize,2000,Goodput,17730.8
flow,0,windowSize,2000,queueSize,2000,Goodput,6932.54
flow,1,windowSize,2000,queueSize,2000,Goodput,9396.19
flow,2,windowSize,2000,queueSize,2000,Goodput,11454
flow,3,windowSize,2000,queueSize,2000,Goodput,8512.8
flow,4,windowSize,2000,queueSize,2000,Goodput,7387.41
flow,5,windowSize,2000,queueSize,2000,Goodput,10247.8
flow,6,windowSize,2000,queueSize,2000,Goodput,11818
flow,7,windowSize,2000,queueSize,2000,Goodput,9856.18
flow,8,windowSize,2000,queueSize,2000,Goodput,12851.1
flow,9,windowSize,2000,queueSize,2000,Goodput,10883.3
flow,0,windowSize,2000,queueSize,2000,Goodput,11700.3
flow,0,windowSize,2000,queueSize,2000,Goodput,10566.3
flow,1,windowSize,2000,queueSize,2000,Goodput,10958
flow,2,windowSize,2000,queueSize,2000,Goodput,11014.5
flow,3,windowSize,2000,queueSize,2000,Goodput,10102.5
flow,4,windowSize,2000,queueSize,2000,Goodput,11428.6
flow,5,windowSize,2000,queueSize,2000,Goodput,10968.8
flow,6,windowSize,2000,queueSize,2000,Goodput,11431.8
flow,7,windowSize,2000,queueSize,2000,Goodput,11036.9
flow,8,windowSize,2000,queueSize,2000,Goodput,9271.34
flow,9,windowSize,2000,queueSize,2000,Goodput,10677.9
flow,0,windowSize,2000,queueSize,8000,Goodput,20694.5
flow,0,windowSize,2000,queueSize,8000,Goodput,5089.88
flow,1,windowSize,2000,queueSize,8000,Goodput,6451.88
flow,2,windowSize,2000,queueSize,8000,Goodput,8390.12
flow,3,windowSize,2000,queueSize,8000,Goodput,8551.26
flow,4,windowSize,2000,queueSize,8000,Goodput,12574
flow,5,windowSize,2000,queueSize,8000,Goodput,6102.36
flow,6,windowSize,2000,queueSize,8000,Goodput,9577.98
flow,7,windowSize,2000,queueSize,8000,Goodput,11152.4
flow,8,windowSize,2000,queueSize,8000,Goodput,8717.64
flow,9,windowSize,2000,queueSize,8000,Goodput,12577.4
flow,0,windowSize,2000,queueSize,8000,Goodput,17730.8
flow,0,windowSize,2000,queueSize,8000,Goodput,9561.24
flow,1,windowSize,2000,queueSize,8000,Goodput,10420.3
flow,2,windowSize,2000,queueSize,8000,Goodput,11686.7
flow,3,windowSize,2000,queueSize,8000,Goodput,11820.5
flow,4,windowSize,2000,queueSize,8000,Goodput,10090.1
flow,5,windowSize,2000,queueSize,8000,Goodput,9552.64
flow,6,windowSize,2000,queueSize,8000,Goodput,9552.23
flow,7,windowSize,2000,queueSize,8000,Goodput,11242.2
flow,8,windowSize,2000,queueSize,8000,Goodput,9554.63
flow,9,windowSize,2000,queueSize,8000,Goodput,10600.9
flow,0,windowSize,2000,queueSize,8000,Goodput,11700.3
